FID;Shape *;GMDNR;CODE_ISO;GMDNAME;AREA_HA;ACODE;ACAT;ANAME;E_CNTR;N_CNTR
0;Polygon;5240;CH;Val Mara;1115;T_5192;4;Lugano (CH);2720100;1086500
1;Polygon;1;CH;Aeugst am Albis;791;261;4;Zürich;2679300;1235700
2;Polygon;10;CH;Obfelden;754;261;4;Zürich;2675100;1235300
3;Polygon;100;CH;Stadel;1289;261;4;Zürich;2677500;1264700
4;Polygon;101;CH;Steinmaur;939;261;4;Zürich;2676600;1261500
5;Polygon;102;CH;Weiach;958;261;4;Zürich;2675200;1267800
6;Polygon;1024;CH;Emmen;2037;1061;2;Luzern;2664800;1214100
7;Polygon;1026;CH;Eschenbach (LU);1321;1061;4;Luzern;2666900;1220500
8;Polygon;1033;CH;Inwil;1032;1061;4;Luzern;2669200;1219500
9;Polygon;1037;CH;Rain;942;1061;4;Luzern;2661900;1220000
10;Polygon;1040;CH;Rothenburg;1549;1061;2;Luzern;2663000;1216600
11;Polygon;1051;CH;Adligenswil;699;1061;2;Luzern;2670300;1213700
12;Polygon;1052;CH;Buchrain;480;1061;2;Luzern;2669000;1216500
13;Polygon;1053;CH;Dierikon;278;1061;2;Luzern;2670800;1216700
14;Polygon;1054;CH;Ebikon;968;1061;2;Luzern;2668600;1215000
15;Polygon;1058;CH;Horw;1286;1061;2;Luzern;2666300;1207900
16;Polygon;1059;CH;Kriens;2730;1061;2;Luzern;2663800;1209600
17;Polygon;1061;CH;Luzern;2910;1061;1;Luzern;2666200;1211800
18;Polygon;1062;CH;Malters;2857;1061;4;Luzern;2656700;1209800
19;Polygon;1063;CH;Meggen;727;1061;2;Luzern;2671000;1211000
20;Polygon;1064;CH;Meierskappel;680;1711;4;Zug;2676200;1219800
21;Polygon;1066;CH;Schwarzenberg;3930;1061;4;Luzern;2655900;1207600
22;Polygon;1067;CH;Udligenswil;622;1061;4;Luzern;2673100;1215900
23;Polygon;1088;CH;Hildisrieden;704;1061;4;Luzern;2660000;1222500
24;Polygon;1093;CH;Neuenkirch;2548;1061;4;Luzern;2658100;1216700
25;Polygon;1095;CH;Oberkirch;910;91103;6;Sursee;2651300;1223000
26;Polygon;1099;CH;Schenkon;674;91103;6;Sursee;2653100;1224800
27;Polygon;11;CH;Ottenbach;502;261;4;Zürich;2673000;1237200
28;Polygon;1103;CH;Sursee;583;91103;6;Sursee;2650700;1224700
29;Polygon;111;CH;Bäretswil;2219;261;4;Zürich;2707200;1243800
30;Polygon;112;CH;Bubikon;1161;261;4;Zürich;2704400;1236300
31;Polygon;113;CH;Dürnten;1022;3336;2;Rapperswil-Jona – Rüti;2706200;1237200
32;Polygon;1147;CH;Wikon;828;2581;2;Olten – Zofingen;2640300;1234700
33;Polygon;115;CH;Gossau (ZH);1826;261;4;Zürich;2699600;1240400
34;Polygon;116;CH;Grüningen;879;261;4;Zürich;2700200;1237900
35;Polygon;117;CH;Hinwil;2228;261;4;Zürich;2706400;1239800
36;Polygon;118;CH;Rüti (ZH);1006;3336;1;Rapperswil-Jona – Rüti;2707000;1235300
37;Polygon;119;CH;Seegräben;377;261;4;Zürich;2700800;1244300
38;Polygon;12;CH;Rifferswil;651;261;4;Zürich;2680100;1232800
39;Polygon;1201;CH;Altdorf (UR);1021;1201;1;Altdorf (UR);2691800;1192900
40;Polygon;1203;CH;Attinghausen;4689;1201;2;Altdorf (UR);2690900;1190700
41;Polygon;1205;CH;Bürglen (UR);5306;1201;2;Altdorf (UR);2693300;1192300
42;Polygon;1206;CH;Erstfeld;5908;1201;4;Altdorf (UR);2692500;1186300
43;Polygon;1207;CH;Flüelen;1239;1201;2;Altdorf (UR);2690400;1195600
44;Polygon;121;CH;Wetzikon (ZH);1681;261;3;Zürich;2702700;1242100
45;Polygon;1211;CH;Isenthal;6097;1201;4;Altdorf (UR);2685500;1196100
46;Polygon;1213;CH;Schattdorf;1633;1201;2;Altdorf (UR);2692800;1191000
47;Polygon;1214;CH;Seedorf (UR);1929;1201;4;Altdorf (UR);2689500;1192800
48;Polygon;1216;CH;Silenen;14478;1201;4;Altdorf (UR);2694100;1182900
49;Polygon;1218;CH;Spiringen;6468;1201;4;Altdorf (UR);2698300;1192100
50;Polygon;1219;CH;Unterschächen;8028;1201;4;Altdorf (UR);2701500;1191100
51;Polygon;13;CH;Stallikon;1202;261;4;Zürich;2679500;1242100
52;Polygon;1301;CH;Einsiedeln;9893;91301;6;Einsiedeln;2699800;1220400
53;Polygon;131;CH;Adliswil;777;261;2;Zürich;2682200;1240700
54;Polygon;1321;CH;Feusisberg;1750;261;4;Zürich;2699200;1227100
55;Polygon;1322;CH;Freienbach;1379;261;3;Zürich;2701400;1228700
56;Polygon;1323;CH;Wollerau;631;261;3;Zürich;2697100;1228000
57;Polygon;1341;CH;Altendorf;2041;1344;1;Lachen;2705500;1227700
58;Polygon;1344;CH;Lachen;242;1344;1;Lachen;2707200;1227700
59;Polygon;1346;CH;Schübelbach;2901;1344;1;Lachen;2712900;1225800
60;Polygon;1349;CH;Wangen (SZ);846;1344;2;Lachen;2710400;1227700
61;Polygon;135;CH;Kilchberg (ZH);258;261;2;Zürich;2683400;1241300
62;Polygon;136;CH;Langnau am Albis;867;261;2;Zürich;2683400;1238100
63;Polygon;1362;CH;Arth;4204;91362;6;Arth;2683500;1212100
64;Polygon;137;CH;Oberrieden;279;261;2;Zürich;2686300;1236800
65;Polygon;1372;CH;Schwyz;5318;91372;6;Schwyz;2692400;1208500
66;Polygon;138;CH;Richterswil;753;261;3;Zürich;2696000;1229300
67;Polygon;139;CH;Rüschlikon;293;261;2;Zürich;2684400;1240400
68;Polygon;14;CH;Wettswil am Albis;377;261;4;Zürich;2678200;1243700
69;Polygon;1407;CH;Sarnen;7311;91407;6;Sarnen;2661400;1194200
70;Polygon;141;CH;Thalwil;550;261;2;Zürich;2685500;1238300
71;Polygon;1507;CH;Hergiswil (NW);1430;1061;4;Luzern;2666400;1204400
72;Polygon;1508;CH;Oberdorf (NW);1620;91509;6;Stans;2672100;1201200
73;Polygon;1509;CH;Stans;1108;91509;6;Stans;2670600;1201100
74;Polygon;151;CH;Erlenbach (ZH);289;261;2;Zürich;2687200;1239800
75;Polygon;1510;CH;Stansstad;907;91509;6;Stans;2668500;1203300
76;Polygon;152;CH;Herrliberg;899;261;2;Zürich;2688700;1237700
77;Polygon;153;CH;Hombrechtikon;1218;261;4;Zürich;2700500;1234300
78;Polygon;154;CH;Küsnacht (ZH);1236;261;2;Zürich;2686600;1241300
79;Polygon;155;CH;Männedorf;477;261;3;Zürich;2695200;1234400
80;Polygon;156;CH;Meilen;1194;261;3;Zürich;2691300;1236100
81;Polygon;157;CH;Oetwil am See;611;261;4;Zürich;2697000;1236300
82;Polygon;158;CH;Stäfa;859;261;3;Zürich;2697000;1233000
83;Polygon;159;CH;Uetikon am See;346;261;3;Zürich;2693800;1235400
84;Polygon;160;CH;Zumikon;548;261;2;Zürich;2689700;1242900
85;Polygon;161;CH;Zollikon;785;261;2;Zürich;2685800;1243800
86;Polygon;1630;CH;Glarus Nord;14700;1630;1;Glarus;2723200;1217800
87;Polygon;1632;CH;Glarus;10367;1630;1;Glarus;2723700;1211300
88;Polygon;1701;CH;Baar;2485;1711;2;Zug;2682600;1227800
89;Polygon;1702;CH;Cham;1773;1711;2;Zug;2677400;1226100
90;Polygon;1703;CH;Hünenberg;1841;1711;2;Zug;2674900;1225200
91;Polygon;1704;CH;Menzingen;2751;1711;4;Zug;2687300;1226000
92;Polygon;1705;CH;Neuheim;793;1711;4;Zug;2686100;1228900
93;Polygon;1706;CH;Oberägeri;3004;1711;3;Zug;2689200;1221100
94;Polygon;1707;CH;Risch;1486;1711;3;Zug;2675100;1221600
95;Polygon;1708;CH;Steinhausen;504;1711;2;Zug;2679300;1227900
96;Polygon;1709;CH;Unterägeri;2561;1711;3;Zug;2686900;1221300
97;Polygon;1710;CH;Walchwil;1355;1711;4;Zug;2681700;1217200
98;Polygon;1711;CH;Zug;2162;1711;1;Zug;2681800;1224700
99;Polygon;172;CH;Fehraltorf;947;261;4;Zürich;2699200;1249400
100;Polygon;173;CH;Hittnau;1295;261;4;Zürich;2704800;1246900
101;Polygon;176;CH;Lindau;1199;261;4;Zürich;2693000;1255300
102;Polygon;177;CH;Pfäffikon;1952;261;4;Zürich;2701700;1246900
103;Polygon;178;CH;Russikon;1421;261;4;Zürich;2701000;1250200
104;Polygon;180;CH;Weisslingen;1281;261;4;Zürich;2700000;1254300
105;Polygon;182;CH;Wildberg;1057;261;4;Zürich;2704000;1253800
106;Polygon;191;CH;Dübendorf;1362;261;2;Zürich;2689300;1250400
107;Polygon;192;CH;Egg;1453;261;4;Zürich;2694700;1239600
108;Polygon;193;CH;Fällanden;638;261;4;Zürich;2690700;1247300
109;Polygon;194;CH;Greifensee;227;261;2;Zürich;2693600;1246800
110;Polygon;195;CH;Maur;1477;261;4;Zürich;2693000;1244000
111;Polygon;196;CH;Mönchaltorf;759;261;4;Zürich;2697000;1240700
112;Polygon;197;CH;Schwerzenbach;262;261;2;Zürich;2692200;1248800
113;Polygon;198;CH;Uster;2849;261;3;Zürich;2696700;1245000
114;Polygon;199;CH;Volketswil;1404;261;2;Zürich;2694800;1249500
115;Polygon;2;CH;Affoltern am Albis;1059;261;3;Zürich;2676800;1236800
116;Polygon;200;CH;Wangen-Brüttisellen;792;261;2;Zürich;2691100;1251800
117;Polygon;2061;CH;Auboranges;193;5586;4;Lausanne;2551500;1159200
118;Polygon;2066;CH;Chapelle (Glâne);203;5586;4;Lausanne;2553700;1159800
119;Polygon;2072;CH;Ecublens (FR);488;5586;4;Lausanne;2551800;1162200
120;Polygon;2089;CH;Montet (Glâne);220;5586;4;Lausanne;2552200;1166100
121;Polygon;2124;CH;Broc;1003;2125;4;Bulle;2574000;1161400
122;Polygon;2125;CH;Bulle;2386;2125;1;Bulle;2570800;1162700
123;Polygon;213;CH;Brütten;660;261;4;Zürich;2693100;1258700
124;Polygon;2131;CH;Echarlens;465;2125;2;Bulle;2572100;1166400
125;Polygon;2143;CH;Morlon;264;2125;2;Bulle;2573000;1163900
126;Polygon;2145;CH;Le Pâquier (FR);450;2125;4;Bulle;2570600;1160300
127;Polygon;2148;CH;Riaz;775;2125;2;Bulle;2571100;1165500
128;Polygon;215;CH;Dättlikon;288;261;4;Zürich;2689300;1264300
129;Polygon;2160;CH;Vuadens;1045;2125;2;Bulle;2568100;1163000
130;Polygon;2173;CH;Autigny;622;2196;4;Fribourg;2568100;1176200
131;Polygon;2174;CH;Avry;583;2196;4;Fribourg;2571900;1182000
132;Polygon;2175;CH;Belfaux;888;2196;2;Fribourg;2574700;1185600
133;Polygon;2177;CH;Chénens;394;2196;4;Fribourg;2566600;1176700
134;Polygon;2183;CH;Corminboeuf;723;2196;2;Fribourg;2574500;1184200
135;Polygon;2186;CH;Cottens (FR);497;2196;4;Fribourg;2568900;1177900
136;Polygon;219;CH;Elsau;807;230;2;Winterthur;2702700;1262500
137;Polygon;2194;CH;Ferpicloz;102;2196;4;Fribourg;2579300;1177400
138;Polygon;2196;CH;Fribourg;929;2196;1;Fribourg;2577900;1183600
139;Polygon;2197;CH;Givisiez;346;2196;2;Fribourg;2576500;1184800
140;Polygon;2198;CH;Granges-Paccot;399;2196;2;Fribourg;2577400;1186000
141;Polygon;2200;CH;Grolley;534;2196;4;Fribourg;2571900;1187000
142;Polygon;2206;CH;Marly;772;2196;4;Fribourg;2578800;1180600
143;Polygon;2208;CH;Matran;291;2196;4;Fribourg;2573900;1181500
144;Polygon;2211;CH;Neyruz (FR);553;2196;4;Fribourg;2571500;1179700
145;Polygon;2216;CH;Pierrafortscha;506;2196;4;Fribourg;2580700;1181800
146;Polygon;2217;CH;Ponthaux;591;2196;4;Fribourg;2569600;1185000
147;Polygon;2220;CH;Le Mouret;1856;2196;4;Fribourg;2580100;1177800
148;Polygon;2226;CH;Treyvaux;1140;2196;4;Fribourg;2577000;1175100
149;Polygon;2228;CH;Villars-sur-Glâne;548;2196;2;Fribourg;2577000;1182200
150;Polygon;223;CH;Neftenbach;1507;230;2;Winterthur;2692500;1264900
151;Polygon;2230;CH;Villarsel-sur-Marly;139;2196;4;Fribourg;2579800;1178900
152;Polygon;2233;CH;Hauterive (FR);1197;2196;4;Fribourg;2573800;1178900
153;Polygon;2234;CH;La Brillaz;1030;2196;4;Fribourg;2566800;1178700
154;Polygon;2235;CH;La Sonnaz;696;2196;4;Fribourg;2576800;1187000
155;Polygon;2236;CH;Gibloux;3606;2196;4;Fribourg;2571500;1174500
156;Polygon;2237;CH;Prez;1605;2196;4;Fribourg;2567700;1181700
157;Polygon;2238;CH;Bois-d'Amont;1228;2196;4;Fribourg;2577600;1178200
158;Polygon;224;CH;Pfungen;499;261;4;Zürich;2690500;1263400
159;Polygon;225;CH;Rickenbach (ZH);602;230;4;Winterthur;2702200;1267700
160;Polygon;2250;CH;Courgevaux;338;92275;6;Murten;2575100;1195000
161;Polygon;226;CH;Schlatt (ZH);897;230;4;Winterthur;2704700;1258400
162;Polygon;227;CH;Seuzach;756;230;4;Winterthur;2697400;1265800
163;Polygon;2271;CH;Meyriez;34;92275;6;Murten;2574800;1197000
164;Polygon;2272;CH;Misery-Courtion;1135;2196;4;Fribourg;2571600;1189100
165;Polygon;2274;CH;Muntelier;111;92275;6;Murten;2576000;1198300
166;Polygon;2275;CH;Murten;3641;92275;6;Murten;2575600;1197400
167;Polygon;2278;CH;Ulmiz;284;351;4;Bern;2581900;1197900
168;Polygon;2295;CH;Bösingen;1432;351;4;Bern;2584000;1193500
169;Polygon;23;CH;Berg am Irchel;701;261;4;Zürich;2687200;1269400
170;Polygon;230;CH;Winterthur;6807;230;1;Winterthur;2697200;1261700
171;Polygon;2307;CH;Tentlingen;361;2196;4;Fribourg;2581600;1180000
172;Polygon;2308;CH;Ueberstorf;1611;351;4;Bern;2590300;1190400
173;Polygon;2309;CH;Wünnewil-Flamatt;1327;351;4;Bern;2587700;1191500
174;Polygon;2407;CH;Oensingen;1210;92407;6;Oensingen;2621100;1237800
175;Polygon;241;CH;Aesch (ZH);524;261;4;Zürich;2675500;1243300
176;Polygon;242;CH;Birmensdorf (ZH);1142;261;4;Zürich;2675500;1245400
177;Polygon;243;CH;Dietikon;934;261;2;Zürich;2672500;1251000
178;Polygon;244;CH;Geroldswil;193;261;2;Zürich;2673400;1252600
179;Polygon;245;CH;Oberengstringen;215;261;2;Zürich;2677300;1251400
180;Polygon;246;CH;Oetwil an der Limmat;277;261;2;Zürich;2672200;1253500
181;Polygon;247;CH;Schlieren;659;261;2;Zürich;2676200;1250000
182;Polygon;2471;CH;Bättwil;167;T_2701;4;Basel (CH);2605400;1259900
183;Polygon;2472;CH;Büren (SO);623;T_2701;4;Basel (CH);2617500;1255400
184;Polygon;2473;CH;Dornach;579;T_2701;2;Basel (CH);2613300;1258800
185;Polygon;2474;CH;Gempen;599;T_2701;4;Basel (CH);2616600;1258300
186;Polygon;2475;CH;Hochwald;835;T_2701;4;Basel (CH);2615200;1256200
187;Polygon;2476;CH;Hofstetten-Flüh;752;T_2701;4;Basel (CH);2605800;1258300
188;Polygon;2477;CH;Metzerlen-Mariastein;848;T_2701;4;Basel (CH);2602000;1257300
189;Polygon;2478;CH;Nuglar-St. Pantaleon;634;T_2701;4;Basel (CH);2619200;1257900
190;Polygon;2479;CH;Rodersdorf;535;T_2701;4;Basel (CH);2601400;1258900
191;Polygon;248;CH;Uitikon;438;261;4;Zürich;2676600;1247200
192;Polygon;2480;CH;Seewen;1631;T_2701;4;Basel (CH);2616600;1253700
193;Polygon;2481;CH;Witterswil;267;T_2701;4;Basel (CH);2606300;1259400
194;Polygon;249;CH;Unterengstringen;334;261;2;Zürich;2676300;1251600
195;Polygon;2491;CH;Hauenstein-Ifenthal;535;2581;4;Olten – Zofingen;2631500;1247100
196;Polygon;2493;CH;Lostorf;1325;2581;4;Olten – Zofingen;2638400;1248200
197;Polygon;2495;CH;Niedergösgen;432;92583;6;Schönenwerd;2641700;1247000
198;Polygon;2497;CH;Obergösgen;363;2581;2;Olten – Zofingen;2638800;1246100
199;Polygon;250;CH;Urdorf;758;261;2;Zürich;2674400;1248400
200;Polygon;2500;CH;Trimbach;760;2581;2;Olten – Zofingen;2635000;1245900
201;Polygon;2501;CH;Winznau;394;2581;2;Olten – Zofingen;2637400;1246100
202;Polygon;2502;CH;Wisen (SO);479;2581;4;Olten – Zofingen;2633800;1249200
203;Polygon;2503;CH;Erlinsbach (SO);887;4001;2;Aarau;2642900;1249700
204;Polygon;251;CH;Weiningen (ZH);537;261;2;Zürich;2675200;1252600
205;Polygon;2513;CH;Biberist;1225;2601;3;Solothurn;2609100;1225700
206;Polygon;2516;CH;Deitingen;760;2601;4;Solothurn;2613800;1229300
207;Polygon;2517;CH;Derendingen;562;2601;2;Solothurn;2611200;1227200
208;Polygon;2519;CH;Gerlafingen;185;2601;3;Solothurn;2610100;1224400
209;Polygon;2520;CH;Halten;185;2601;4;Solothurn;2612500;1224300
210;Polygon;2524;CH;Hüniken;102;2601;4;Solothurn;2614900;1226000
211;Polygon;2526;CH;Lohn-Ammannsegg;448;2601;4;Solothurn;2606500;1224300
212;Polygon;2527;CH;Luterbach;452;2601;4;Solothurn;2611200;1229400
213;Polygon;2528;CH;Obergerlafingen;151;2601;4;Solothurn;2611100;1223500
214;Polygon;2529;CH;Oekingen;239;2601;4;Solothurn;2612600;1225400
215;Polygon;2532;CH;Subingen;627;2601;2;Solothurn;2613500;1227300
216;Polygon;2534;CH;Zuchwil;463;2601;2;Solothurn;2608300;1227900
217;Polygon;2542;CH;Bellach;529;2601;2;Solothurn;2604000;1229000
218;Polygon;2543;CH;Bettlach;1219;2546;2;Grenchen;2598900;1228000
219;Polygon;2544;CH;Feldbrunnen-St. Niklaus;251;2601;2;Solothurn;2608900;1230000
220;Polygon;2546;CH;Grenchen;2603;2546;1;Grenchen;2596700;1226900
221;Polygon;2547;CH;Günsberg;526;2601;4;Solothurn;2610500;1234100
222;Polygon;2548;CH;Hubersdorf;135;2601;4;Solothurn;2611400;1232900
223;Polygon;2550;CH;Langendorf;195;2601;2;Solothurn;2605800;1230100
224;Polygon;2551;CH;Lommiswil;576;2601;4;Solothurn;2602500;1230300
225;Polygon;2553;CH;Oberdorf (SO);1191;2601;2;Solothurn;2604900;1231000
226;Polygon;2554;CH;Riedholz;715;2601;4;Solothurn;2609600;1230900
227;Polygon;2555;CH;Rüttenen;877;2601;4;Solothurn;2607000;1231100
228;Polygon;2571;CH;Boningen;276;2581;4;Olten – Zofingen;2631600;1239800
229;Polygon;2572;CH;Däniken;543;92583;6;Schönenwerd;2641100;1245100
230;Polygon;2573;CH;Dulliken;604;2581;2;Olten – Zofingen;2638300;1244300
231;Polygon;2574;CH;Eppenberg-Wöschnau;181;4001;2;Aarau;2644200;1247400
232;Polygon;2576;CH;Gretzenbach;583;92583;6;Schönenwerd;2642200;1245300
233;Polygon;2579;CH;Hägendorf;1394;2581;2;Olten – Zofingen;2630500;1242800
234;Polygon;2580;CH;Kappel (SO);510;2581;2;Olten – Zofingen;2631000;1241500
235;Polygon;2581;CH;Olten;1149;2581;1;Olten – Zofingen;2634700;1244700
236;Polygon;2582;CH;Rickenbach (SO);276;2581;2;Olten – Zofingen;2631500;1243500
237;Polygon;2583;CH;Schönenwerd;371;92583;6;Schönenwerd;2642800;1246900
238;Polygon;2584;CH;Starrkirch-Wil;185;2581;2;Olten – Zofingen;2636800;1244700
239;Polygon;2586;CH;Wangen bei Olten;696;2581;2;Olten – Zofingen;2632500;1243900
240;Polygon;2601;CH;Solothurn;628;2601;1;Solothurn;2606900;1228800
241;Polygon;261;CH;Zürich;8793;261;1;Zürich;2683100;1247100
242;Polygon;2611;CH;Bärschwil;1119;T_2701;4;Basel (CH);2602600;1247900
243;Polygon;2613;CH;Breitenbach;680;T_2701;4;Basel (CH);2607900;1250700
244;Polygon;2614;CH;Büsserach;755;T_2701;4;Basel (CH);2607600;1248900
245;Polygon;2616;CH;Fehren;148;T_2701;4;Basel (CH);2610600;1249500
246;Polygon;2618;CH;Himmelried;603;T_2701;4;Basel (CH);2612000;1252300
247;Polygon;2619;CH;Kleinlützel;1632;T_2701;4;Basel (CH);2598400;1252800
248;Polygon;2620;CH;Meltingen;576;T_2701;4;Basel (CH);2611400;1248600
249;Polygon;2621;CH;Nunningen;1031;T_2701;4;Basel (CH);2613600;1249200
250;Polygon;2622;CH;Zullwil;366;T_2701;4;Basel (CH);2612200;1248900
251;Polygon;27;CH;Feuerthalen;248;T_2939;2;Schaffhausen (CH);2690400;1283000
252;Polygon;2701;CH;Basel;2385;T_2701;1;Basel (CH);2611300;1267600
253;Polygon;2702;CH;Bettingen;223;T_2701;2;Basel (CH);2617100;1268900
254;Polygon;2703;CH;Riehen;1087;T_2701;2;Basel (CH);2615300;1269500
255;Polygon;2761;CH;Aesch (BL);740;T_2701;2;Basel (CH);2611900;1257500
256;Polygon;2762;CH;Allschwil;889;T_2701;2;Basel (CH);2607300;1266700
257;Polygon;2763;CH;Arlesheim;693;T_2701;2;Basel (CH);2613700;1260400
258;Polygon;2764;CH;Biel-Benken;412;T_2701;4;Basel (CH);2606700;1261800
259;Polygon;2765;CH;Binningen;446;T_2701;2;Basel (CH);2610000;1265200
260;Polygon;2766;CH;Birsfelden;251;T_2701;2;Basel (CH);2613900;1266900
261;Polygon;2767;CH;Bottmingen;299;T_2701;2;Basel (CH);2610100;1263600
262;Polygon;2768;CH;Ettingen;632;T_2701;4;Basel (CH);2608000;1258900
263;Polygon;2769;CH;Münchenstein;719;T_2701;2;Basel (CH);2613400;1262500
264;Polygon;2770;CH;Muttenz;1665;T_2701;2;Basel (CH);2615100;1264300
265;Polygon;2771;CH;Oberwil (BL);789;T_2701;2;Basel (CH);2608900;1262600
266;Polygon;2772;CH;Pfeffingen;489;T_2701;2;Basel (CH);2611300;1256500
267;Polygon;2773;CH;Reinach (BL);697;T_2701;2;Basel (CH);2611400;1260300
268;Polygon;2774;CH;Schönenbuch;135;T_2701;4;Basel (CH);2604700;1265200
269;Polygon;2775;CH;Therwil;766;T_2701;2;Basel (CH);2608700;1260900
270;Polygon;2781;CH;Blauen;712;T_2701;4;Basel (CH);2606100;1255500
271;Polygon;2782;CH;Brislach;942;T_2701;4;Basel (CH);2607900;1251900
272;Polygon;2783;CH;Burg im Leimental;284;T_2701;4;Basel (CH);2600200;1256300
273;Polygon;2784;CH;Dittingen;675;T_2701;4;Basel (CH);2604500;1254400
274;Polygon;2785;CH;Duggingen;586;T_2701;4;Basel (CH);2612500;1255800
275;Polygon;2786;CH;Grellingen;329;T_2701;4;Basel (CH);2611300;1254600
276;Polygon;2787;CH;Laufen;1140;T_2701;4;Basel (CH);2604700;1252200
277;Polygon;2789;CH;Nenzlingen;366;T_2701;4;Basel (CH);2609300;1255300
278;Polygon;2791;CH;Röschenz;1007;T_2701;4;Basel (CH);2602800;1252600
279;Polygon;2792;CH;Wahlen;541;T_2701;4;Basel (CH);2605800;1250000
280;Polygon;2793;CH;Zwingen;461;T_2701;4;Basel (CH);2606900;1253900
281;Polygon;2821;CH;Arisdorf;1000;T_2701;4;Basel (CH);2624600;1262300
282;Polygon;2822;CH;Augst;165;T_2701;3;Basel (CH);2621000;1265000
283;Polygon;2823;CH;Bubendorf;1080;T_2701;4;Basel (CH);2622500;1255300
284;Polygon;2824;CH;Frenkendorf;459;T_2701;3;Basel (CH);2620900;1261400
285;Polygon;2825;CH;Füllinsdorf;462;T_2701;3;Basel (CH);2621900;1261700
286;Polygon;2826;CH;Giebenach;134;T_2701;4;Basel (CH);2623100;1263600
287;Polygon;2827;CH;Hersberg;166;T_2701;4;Basel (CH);2626000;1260200
288;Polygon;2828;CH;Lausen;557;T_2701;3;Basel (CH);2624200;1258000
289;Polygon;2829;CH;Liestal;1818;T_2701;3;Basel (CH);2622300;1259400
290;Polygon;2830;CH;Lupsingen;311;T_2701;4;Basel (CH);2619300;1255100
291;Polygon;2831;CH;Pratteln;1071;T_2701;3;Basel (CH);2619300;1263400
292;Polygon;2832;CH;Ramlinsburg;225;T_2701;4;Basel (CH);2624500;1255400
293;Polygon;2833;CH;Seltisberg;356;T_2701;4;Basel (CH);2621000;1256600
294;Polygon;2834;CH;Ziefen;782;T_2701;4;Basel (CH);2620300;1253400
295;Polygon;2842;CH;Böckten;228;T_2701;4;Basel (CH);2629900;1257000
296;Polygon;2843;CH;Buckten;200;T_2701;4;Basel (CH);2630700;1251100
297;Polygon;2844;CH;Buus;885;T_2701;4;Basel (CH);2632100;1261700
298;Polygon;2845;CH;Diepflingen;144;T_2701;4;Basel (CH);2630100;1255100
299;Polygon;2846;CH;Gelterkinden;978;T_2701;4;Basel (CH);2631400;1257100
300;Polygon;2848;CH;Hemmiken;339;T_2701;4;Basel (CH);2634200;1259800
301;Polygon;2849;CH;Itingen;313;T_2701;3;Basel (CH);2626100;1257400
302;Polygon;2850;CH;Känerkinden;148;T_2701;4;Basel (CH);2630000;1251300
303;Polygon;2853;CH;Maisprach;508;T_2701;4;Basel (CH);2630700;1263800
304;Polygon;2854;CH;Nusshof;172;T_2701;4;Basel (CH);2627600;1260100
305;Polygon;2856;CH;Ormalingen;693;T_2701;4;Basel (CH);2633000;1257700
306;Polygon;2857;CH;Rickenbach (BL);290;T_2701;4;Basel (CH);2631100;1259400
307;Polygon;2859;CH;Rümlingen;228;T_2701;4;Basel (CH);2630900;1252600
308;Polygon;2860;CH;Rünenberg;497;T_2701;4;Basel (CH);2633600;1253600
309;Polygon;2861;CH;Sissach;890;T_2701;4;Basel (CH);2628100;1256900
310;Polygon;2862;CH;Tecknau;234;T_2701;4;Basel (CH);2633500;1255600
311;Polygon;2863;CH;Tenniken;467;T_2701;4;Basel (CH);2628200;1254000
312;Polygon;2864;CH;Thürnen;226;T_2701;4;Basel (CH);2629500;1256100
313;Polygon;2865;CH;Wenslingen;592;T_2701;4;Basel (CH);2635600;1254400
314;Polygon;2866;CH;Wintersingen;695;T_2701;4;Basel (CH);2629100;1260400
315;Polygon;2867;CH;Wittinsburg;320;T_2701;4;Basel (CH);2630400;1252900
316;Polygon;2869;CH;Zunzgen;686;T_2701;4;Basel (CH);2627800;1255400
317;Polygon;2881;CH;Arboldswil;347;T_2701;4;Basel (CH);2621000;1251800
318;Polygon;2882;CH;Bennwil;653;T_2701;4;Basel (CH);2625800;1250300
319;Polygon;2883;CH;Bretzwil;733;T_2701;4;Basel (CH);2616100;1249700
320;Polygon;2884;CH;Diegten;964;T_2701;4;Basel (CH);2628100;1251500
321;Polygon;2886;CH;Hölstein;603;T_2701;4;Basel (CH);2625000;1252700
322;Polygon;2887;CH;Lampenberg;401;T_2701;4;Basel (CH);2624200;1252800
323;Polygon;2889;CH;Lauwil;730;T_2701;4;Basel (CH);2617900;1248800
324;Polygon;2891;CH;Niederdorf;441;T_2701;4;Basel (CH);2623600;1250700
325;Polygon;2892;CH;Oberdorf (BL);621;T_2701;4;Basel (CH);2623500;1249200
326;Polygon;2893;CH;Reigoldswil;925;T_2701;4;Basel (CH);2619100;1249600
327;Polygon;2894;CH;Titterten;371;T_2701;4;Basel (CH);2621000;1250200
328;Polygon;29;CH;Flurlingen;242;T_2939;2;Schaffhausen (CH);2689400;1282000
329;Polygon;2903;CH;Löhningen;683;T_2939;4;Schaffhausen (CH);2683700;1284000
330;Polygon;2914;CH;Büttenhardt;400;T_2939;4;Schaffhausen (CH);2691100;1290300
331;Polygon;2915;CH;Dörflingen;582;T_2939;4;Schaffhausen (CH);2696100;1284800
332;Polygon;2917;CH;Lohn (SH);487;T_2939;4;Schaffhausen (CH);2692400;1290200
