FID;Shape *;GMDNR;CODE_ISO;GMDNAME;AREA_HA;ACODE;ACAT;ANAME;E_CNTR;N_CNTR
1334;Polygon;FR_74261;FR;Saxel;562;T_6621;4;Genève (CH/FR);2520100;1121900
1335;Polygon;FR_74262;FR;Scientrier;721;T_6621;4;Genève (CH/FR);2513300;1108200
1336;Polygon;FR_74263;FR;Sciez;2040;T_6621;4;Genève (CH/FR);2518500;1130900
1337;Polygon;FR_74284;FR;La Tour;776;T_6621;4;Genève (CH/FR);2522100;1109600
1338;Polygon;FR_74285;FR;Usinens;745;T_6621;4;Genève (CH/FR);2476900;1097100
1339;Polygon;FR_74288;FR;Valleiry;687;T_6621;4;Genève (CH/FR);2486500;1108200
1340;Polygon;FR_74291;FR;Vanzy;562;T_6621;4;Genève (CH/FR);2479200;1099300
1341;Polygon;FR_74293;FR;Veigy-Foncenex;1303;T_6621;4;Genève (CH/FR);2509700;1124900
1342;Polygon;FR_74296;FR;Vers;595;T_6621;4;Genève (CH/FR);2490600;1105000
1343;Polygon;FR_74298;FR;Vétraz-Monthoux;710;T_6621;2;Genève (CH/FR);2509200;1115000
1344;Polygon;FR_74301;FR;Villard;738;T_6621;4;Genève (CH/FR);2523700;1118300
1345;Polygon;FR_74304;FR;Ville-en-Sallaz;334;T_6621;4;Genève (CH/FR);2521500;1110900
1346;Polygon;FR_74305;FR;Ville-la-Grand;451;T_6621;2;Genève (CH/FR);2509100;1117700
1347;Polygon;FR_74309;FR;Viry;2591;T_6621;4;Genève (CH/FR);2490700;1108500
1348;Polygon;FR_74311;FR;Viuz-en-Sallaz;2095;T_6621;4;Genève (CH/FR);2520300;1113000
1349;Polygon;FR_74313;FR;Vovray-en-Bornes;649;T_6621;4;Genève (CH/FR);2499500;1102000
1350;Polygon;FR_74314;FR;Vulbens;1245;T_6621;4;Genève (CH/FR);2483800;1107500
1351;Polygon;FR_74315;FR;Yvoire;313;T_6621;4;Genève (CH/FR);2514800;1135200
1352;Polygon;IT_012027;IT;Cadegliano-Viconago;1024;T_5192;3;Lugano (CH/IT);2708000;1091600
1353;Polygon;IT_012056;IT;Cremenaga;453;T_5192;4;Lugano (CH/IT);2705400;1093200
1354;Polygon;IT_012059;IT;Cugliate-Fabiasco;655;T_5192;3;Lugano (CH/IT);2707000;1088800
1355;Polygon;IT_012086;IT;Lavena Ponte Tresa;414;T_5192;3;Lugano (CH/IT);2710300;1090500
1356;Polygon;IT_012097;IT;Marchirolo;550;T_5192;3;Lugano (CH/IT);2708500;1088700
1357;Polygon;IT_013003;IT;Albavilla;1039;T_5250;2;Como – Chiasso – Mendrisio (IT/CH);2735700;1074600
1358;Polygon;IT_013004;IT;Albese con Cassano;796;T_5250;2;Como – Chiasso – Mendrisio (IT/CH);2734000;1074400
1359;Polygon;IT_013006;IT;Alserio;199;T_5250;2;Como – Chiasso – Mendrisio (IT/CH);2737300;1071400
1360;Polygon;IT_013007;IT;Alzate Brianza;760;T_5250;2;Como – Chiasso – Mendrisio (IT/CH);2735700;1069200
1361;Polygon;IT_013009;IT;Anzano del Parco;325;T_5250;2;Como – Chiasso – Mendrisio (IT/CH);2737600;1070100
1362;Polygon;IT_013021;IT;Bene Lario;559;T_5192;4;Lugano (CH/IT);2734100;1098400
1363;Polygon;IT_013026;IT;Blevio;374;T_5250;4;Como – Chiasso – Mendrisio (IT/CH);2729700;1077400
1364;Polygon;IT_013030;IT;Brienno;619;T_5250;4;Como – Chiasso – Mendrisio (IT/CH);2730600;1086000
1365;Polygon;IT_013032;IT;Brunate;203;T_5250;2;Como – Chiasso – Mendrisio (IT/CH);2729000;1075800
1366;Polygon;IT_013040;IT;Campione d'Italia;93;T_5192;4;Lugano (CH/IT);2718600;1092300
1367;Polygon;IT_013044;IT;Carate Urio;556;T_5250;4;Como – Chiasso – Mendrisio (IT/CH);2729800;1082500
1368;Polygon;IT_013047;IT;Carlazzo;1274;T_5192;4;Lugano (CH/IT);2733000;1101500
1369;Polygon;IT_013053;IT;Casnate con Bernate;523;T_5250;4;Como – Chiasso – Mendrisio (IT/CH);2727200;1068800
1370;Polygon;IT_013062;IT;Cavargna;1496;T_5192;4;Lugano (CH/IT);2728500;1107400
1371;Polygon;IT_013065;IT;Cernobbio;1044;T_5250;2;Como – Chiasso – Mendrisio (IT/CH);2726500;1079700
1372;Polygon;IT_013071;IT;Claino con Osteno;857;T_5192;4;Lugano (CH/IT);2728700;1096400
1373;Polygon;IT_013075;IT;Como;3520;T_5250;1;Como – Chiasso – Mendrisio (IT/CH);2727700;1073700
1374;Polygon;IT_013077;IT;Corrido;620;T_5192;4;Lugano (CH/IT);2730400;1101800
1375;Polygon;IT_013085;IT;Cusino;966;T_5192;4;Lugano (CH/IT);2734200;1105300
1376;Polygon;IT_013087;IT;Dizzasco;361;T_5250;4;Como – Chiasso – Mendrisio (IT/CH);2729700;1089800
1377;Polygon;IT_013098;IT;Faggeto Lario;1609;T_5250;4;Como – Chiasso – Mendrisio (IT/CH);2734700;1079800
1378;Polygon;IT_013110;IT;Grandate;283;T_5250;4;Como – Chiasso – Mendrisio (IT/CH);2725800;1070200
1379;Polygon;IT_013119;IT;Laglio;464;T_5250;4;Como – Chiasso – Mendrisio (IT/CH);2731200;1083300
1380;Polygon;IT_013129;IT;Lipomo;230;T_5250;2;Como – Chiasso – Mendrisio (IT/CH);2730800;1072300
1381;Polygon;IT_013135;IT;Luisago;216;T_5250;3;Como – Chiasso – Mendrisio (IT/CH);2724700;1068900
1382;Polygon;IT_013144;IT;Maslianico;128;T_5250;2;Como – Chiasso – Mendrisio (IT/CH);2725100;1078200
1383;Polygon;IT_013152;IT;Moltrasio;767;T_5250;4;Como – Chiasso – Mendrisio (IT/CH);2728300;1081600
1384;Polygon;IT_013154;IT;Montano Lucino;524;T_5250;3;Como – Chiasso – Mendrisio (IT/CH);2723700;1072300
1385;Polygon;IT_013157;IT;Montorfano;351;T_5250;4;Como – Chiasso – Mendrisio (IT/CH);2732700;1071400
1386;Polygon;IT_013161;IT;Nesso;1136;T_5250;4;Como – Chiasso – Mendrisio (IT/CH);2734800;1084500
1387;Polygon;IT_013170;IT;Orsenigo;446;T_5250;2;Como – Chiasso – Mendrisio (IT/CH);2735000;1071100
1388;Polygon;IT_013184;IT;Pigra;454;T_5250;4;Como – Chiasso – Mendrisio (IT/CH);2730600;1091600
1389;Polygon;IT_013186;IT;Pognana Lario;383;T_5250;4;Como – Chiasso – Mendrisio (IT/CH);2734100;1082600
1390;Polygon;IT_013189;IT;Porlezza;1579;T_5192;4;Lugano (CH/IT);2731800;1097700
1391;Polygon;IT_013197;IT;Rodero;253;T_5250;4;Como – Chiasso – Mendrisio (IT/CH);2715000;1075900
1392;Polygon;IT_013199;IT;Ronago;211;T_5250;4;Como – Chiasso – Mendrisio (IT/CH);2720100;1076600
1393;Polygon;IT_013204;IT;San Bartolomeo Val Cavargna;1051;T_5192;4;Lugano (CH/IT);2733000;1106500
1394;Polygon;IT_013206;IT;San Fermo della Battaglia;577;T_5250;2;Como – Chiasso – Mendrisio (IT/CH);2724200;1074200
1395;Polygon;IT_013207;IT;San Nazzaro Val Cavargna;1298;T_5192;4;Lugano (CH/IT);2730900;1107500
1396;Polygon;IT_013211;IT;Schignano;1014;T_5250;4;Como – Chiasso – Mendrisio (IT/CH);2728600;1086600
1397;Polygon;IT_013222;IT;Tavernerio;1192;T_5250;2;Como – Chiasso – Mendrisio (IT/CH);2732200;1074900
1398;Polygon;IT_013223;IT;Torno;566;T_5250;4;Como – Chiasso – Mendrisio (IT/CH);2731300;1078700
1399;Polygon;IT_013233;IT;Val Rezzo;659;T_5192;4;Lugano (CH/IT);2728400;1103500
1400;Polygon;IT_013234;IT;Valsolda;2448;T_5192;4;Lugano (CH/IT);2725000;1100100
1401;Polygon;IT_013245;IT;Villa Guardia;788;T_5250;3;Como – Chiasso – Mendrisio (IT/CH);2723200;1070400
1402;Polygon;IT_013251;IT;Colverde;853;T_5250;2;Como – Chiasso – Mendrisio (IT/CH);2721400;1073800
1403;Polygon;IT_103060;IT;Re;2721;T_5113;4;Locarno (CH/IT);2687200;1111400
1404;Polygon;IT_103079;IT;Valle Cannobina;5527;T_5113;4;Locarno (CH/IT);2690400;1105900
1405;Polygon;LI_7001;LI;Vaduz;1728;T_3271;1;Vaduz – Buchs (LI/CH);2758300;1223800
1406;Polygon;LI_7002;LI;Triesen;2646;T_3271;2;Vaduz – Buchs (LI/CH);2760600;1216700
1407;Polygon;LI_7003;LI;Balzers;1972;T_3271;4;Vaduz – Buchs (LI/CH);2756900;1214900
1408;Polygon;LI_7004;LI;Triesenberg;2972;T_3271;4;Vaduz – Buchs (LI/CH);2761000;1221700
1409;Polygon;LI_7005;LI;Schaan;2695;T_3271;1;Vaduz – Buchs (LI/CH);2756600;1226600
1410;Polygon;LI_7006;LI;Planken;536;T_3271;4;Vaduz – Buchs (LI/CH);2760600;1227800
1411;Polygon;LI_7007;LI;Eschen;1039;T_3271;4;Vaduz – Buchs (LI/CH);2759300;1229700
1412;Polygon;LI_7008;LI;Mauren;747;T_3271;4;Vaduz – Buchs (LI/CH);2760400;1231600
1413;Polygon;LI_7009;LI;Gamprin;617;T_3271;4;Vaduz – Buchs (LI/CH);2756400;1231000
1414;Polygon;LI_7010;LI;Ruggell;739;T_3271;4;Vaduz – Buchs (LI/CH);2758600;1235100
1415;Polygon;LI_7011;LI;Schellenberg;356;T_3271;4;Vaduz – Buchs (LI/CH);2760400;1234100
